Model,MAE,RMSE,R²,Directional_Accuracy
LR_SPY_Only,0.006154320154679281,0.008034667983782905,-0.012235514320237062,0.4589178356713427
LR_SPY_Lagged,0.006155917455523968,0.008065933019312407,-0.02012859813361878,0.4729458917835671
LR_SPY_VIX,0.006416290605597036,0.00822144372193492,-0.05984383214797062,0.44288577154308617
