"Date","Price","Open","High","Low","Vol.","Change %"
"10/14/2015","199.29","200.18","200.87","198.94","99.11M","-0.48%"
"10/13/2015","200.25","200.65","202.16","200.05","88.04M","-0.63%"
"10/12/2015","201.52","201.42","201.76","200.91","56.40M","0.09%"
"10/09/2015","201.33","201.38","201.90","200.58","107.07M","0.06%"
"10/08/2015","201.21","198.95","201.55","198.59","153.06M","0.90%"
"10/07/2015","199.41","198.90","199.82","197.48","124.31M","0.82%"
"10/06/2015","197.79","198.31","198.98","197.00","110.27M","-0.34%"
"10/05/2015","198.47","196.46","198.74","196.33","126.32M","1.78%"
"10/02/2015","195.00","189.77","195.03","189.12","211.00M","1.49%"
"10/01/2015","192.13","192.08","192.49","189.82","131.08M","0.26%"
"09/30/2015","191.63","190.37","191.82","189.44","163.45M","1.87%"
"09/29/2015","188.12","188.27","189.74","186.93","159.05M","0.06%"
"09/28/2015","188.01","191.78","191.91","187.64","178.52M","-2.51%"
"09/25/2015","192.85","194.64","195.00","191.81","155.05M","-0.03%"
"09/24/2015","192.90","192.15","193.45","190.56","159.38M","-0.36%"
"09/23/2015","193.60","194.11","194.67","192.91","92.79M","-0.16%"
"09/22/2015","193.91","193.88","194.46","192.56","153.89M","-1.30%"
"09/21/2015","196.46","196.44","197.68","195.21","105.73M","0.52%"
"09/18/2015","195.45","195.71","198.68","194.96","223.66M","-2.14%"
"09/17/2015","199.73","200.02","202.89","199.28","276.05M","-0.22%"
"09/16/2015","200.18","198.82","200.41","198.41","99.58M","0.87%"
"09/15/2015","198.46","196.61","198.99","195.96","113.81M","1.25%"
"09/14/2015","196.01","196.95","197.01","195.43","79.45M","-0.37%"
"09/11/2015","196.74","195.38","196.82","194.53","119.69M","0.45%"
"09/10/2015","195.85","194.56","197.22","194.25","158.61M","0.54%"
"09/09/2015","194.79","199.32","199.47","194.35","149.35M","-1.34%"
"09/08/2015","197.43","195.94","197.61","195.17","116.03M","2.51%"
"09/04/2015","192.59","192.85","193.86","191.61","207.08M","-1.51%"
"09/03/2015","195.55","196.26","198.05","194.96","152.09M","0.07%"
"09/02/2015","195.41","194.62","195.46","192.42","160.27M","1.90%"
"09/01/2015","191.77","193.12","194.77","190.73","256.00M","-2.98%"
"08/31/2015","197.67","198.11","199.12","197.01","163.30M","-0.81%"
"08/28/2015","199.28","198.50","199.84","197.92","160.41M","0.01%"
"08/27/2015","199.27","197.02","199.42","195.21","274.14M","2.47%"
"08/26/2015","194.46","192.08","194.79","188.37","339.26M","3.84%"
"08/25/2015","187.27","195.43","195.45","186.92","369.83M","-1.18%"
"08/24/2015","189.50","187.49","197.48","182.40","507.24M","-4.21%"
"08/21/2015","197.83","201.73","203.94","197.52","346.59M","-3.01%"
"08/20/2015","203.97","206.51","208.29","203.90","194.33M","-2.09%"
"08/19/2015","208.32","209.09","210.01","207.35","172.95M","-0.79%"
"08/18/2015","209.98","210.26","210.68","209.70","71.69M","-0.29%"
"08/17/2015","210.59","208.71","210.59","208.16","79.07M","0.56%"
"08/14/2015","209.42","208.43","209.51","208.26","72.79M","0.36%"
"08/13/2015","208.66","208.73","209.55","208.01","89.38M","-0.12%"
"08/12/2015","208.92","207.11","209.14","205.36","172.12M","0.12%"
"08/11/2015","208.67","208.97","209.47","207.76","126.08M","-0.90%"
"08/10/2015","210.57","209.28","210.67","209.28","80.27M","1.26%"
"08/07/2015","207.95","208.16","208.34","206.87","117.86M","-0.19%"
"08/06/2015","208.35","210.29","210.41","207.65","116.03M","-0.82%"
"08/05/2015","210.07","210.45","211.31","209.73","85.79M","0.33%"
"08/04/2015","209.38","209.70","210.25","208.80","81.82M","-0.20%"
"08/03/2015","209.79","210.46","210.53","208.65","113.97M","-0.34%"
"07/31/2015","210.50","211.42","211.45","210.16","103.27M","-0.15%"
"07/30/2015","210.82","210.16","211.02","209.42","91.30M","0.02%"
"07/29/2015","210.77","209.48","211.04","209.31","105.79M","0.69%"
"07/28/2015","209.33","207.79","209.50","206.80","123.54M","1.23%"
"07/27/2015","206.79","206.94","207.55","206.26","132.36M","-0.58%"
"07/24/2015","208.00","210.30","210.37","207.60","117.75M","-1.04%"
"07/23/2015","210.18","211.53","211.65","209.75","90.51M","-0.56%"
"07/22/2015","211.37","210.93","211.77","210.89","88.67M","-0.18%"
"07/21/2015","211.75","212.43","212.74","211.39","77.97M","-0.40%"
"07/20/2015","212.59","212.75","213.18","212.21","70.45M","0.05%"
"07/17/2015","212.48","212.29","212.55","211.80","89.03M","0.08%"
"07/16/2015","212.30","211.87","212.30","211.58","106.68M","0.80%"
"07/15/2015","210.61","210.73","211.28","210.04","97.91M","-0.03%"
"07/14/2015","210.68","209.72","211.05","209.65","81.71M","0.43%"
"07/13/2015","209.77","208.99","209.90","208.94","106.07M","1.10%"
"07/10/2015","207.48","207.29","207.98","204.95","129.46M","1.26%"
"07/09/2015","204.90","207.04","207.35","204.77","144.11M","0.18%"
"07/08/2015","204.53","206.42","206.76","204.25","164.02M","-1.68%"
"07/07/2015","208.02","206.96","208.17","204.11","173.82M","0.63%"
"07/06/2015","206.72","205.77","207.65","205.53","117.98M","-0.28%"
"07/02/2015","207.31","208.07","208.27","206.81","104.37M","-0.09%"
"07/01/2015","207.50","207.73","208.03","206.56","135.98M","0.80%"
"06/30/2015","205.85","207.26","207.32","205.28","182.93M","0.21%"
"06/29/2015","205.42","208.04","209.83","205.33","202.62M","-2.10%"
"06/26/2015","209.82","210.29","210.58","209.16","104.17M","-0.02%"
"06/25/2015","209.86","211.10","211.25","209.77","97.11M","-0.30%"
"06/24/2015","210.50","211.72","212.17","210.47","92.31M","-0.73%"
"06/23/2015","212.04","212.14","212.44","211.57","68.48M","0.07%"
"06/22/2015","211.89","211.91","212.59","211.64","70.70M","0.51%"
"06/19/2015","210.81","211.46","211.55","210.36","130.48M","-0.93%"
"06/18/2015","212.78","211.31","213.34","210.63","165.87M","1.04%"
"06/17/2015","210.59","210.59","211.32","209.36","126.71M","0.16%"
"06/16/2015","210.25","208.93","210.35","208.72","85.31M","0.55%"
"06/15/2015","209.11","208.64","209.45","207.79","124.38M","-0.43%"
"06/12/2015","210.01","210.64","211.48","209.68","135.38M","-0.77%"
"06/11/2015","211.63","211.48","212.09","211.20","73.88M","0.32%"
"06/10/2015","210.95","209.37","211.41","209.30","134.55M","1.20%"
"06/09/2015","208.45","208.45","209.10","207.69","105.03M","-0.01%"
"06/08/2015","208.48","209.64","209.82","208.39","89.06M","-0.61%"
"06/05/2015","209.77","209.95","210.58","208.98","121.70M","-0.17%"
"06/04/2015","210.13","211.07","211.86","209.75","151.88M","-0.84%"
"06/03/2015","211.92","212.00","212.67","211.33","87.82M","0.26%"
"06/02/2015","211.36","211.02","212.19","210.27","91.53M","-0.10%"
"06/01/2015","211.57","211.94","212.34","210.62","93.34M","0.20%"
"05/29/2015","211.14","212.38","212.43","210.82","124.92M","-0.62%"
"05/28/2015","212.46","212.33","212.59","211.63","74.97M","-0.11%"
"05/27/2015","212.70","211.25","212.98","210.76","93.21M","0.95%"
"05/26/2015","210.70","212.40","212.91","210.20","124.31M","-1.08%"
"05/22/2015","212.99","213.04","213.54","212.91","57.43M","-0.24%"
"05/21/2015","213.50","212.71","213.75","212.51","64.76M","0.29%"
"05/20/2015","212.88","213.15","213.78","212.50","76.86M","-0.07%"
"05/19/2015","213.03","213.24","213.57","212.69","72.11M","-0.03%"
"05/18/2015","213.10","212.24","213.40","212.16","74.55M","0.31%"
"05/15/2015","212.44","212.44","212.61","211.86","76.51M","0.11%"
"05/14/2015","212.21","211.24","212.32","210.91","95.93M","1.04%"
"05/13/2015","210.02","210.47","211.22","209.74","94.67M","0.02%"
"05/12/2015","209.98","209.61","210.63","208.62","119.73M","-0.29%"
"05/11/2015","210.60","211.57","211.89","210.52","75.71M","-0.48%"
"05/08/2015","211.62","210.88","211.86","210.78","155.88M","1.32%"
"05/07/2015","208.87","207.92","209.38","207.52","88.24M","0.40%"
"05/06/2015","208.04","209.56","209.93","206.76","135.06M","-0.41%"
"05/05/2015","208.90","211.03","211.46","208.73","113.33M","-1.15%"
"05/04/2015","211.32","211.23","212.02","211.10","70.93M","0.28%"
"05/01/2015","210.72","209.40","210.77","209.28","103.40M","1.08%"
"04/30/2015","208.46","209.88","210.35","207.62","161.30M","-1.00%"
"04/29/2015","210.57","210.37","211.29","209.60","125.68M","-0.41%"
"04/28/2015","211.44","210.74","211.50","209.33","86.86M","0.32%"
"04/27/2015","210.77","212.33","212.48","210.54","79.36M","-0.42%"
"04/24/2015","211.65","211.66","211.97","211.11","61.33M","0.23%"
"04/23/2015","211.16","210.15","211.94","210.01","102.59M","0.25%"
"04/22/2015","210.63","210.01","210.85","208.90","78.26M","0.49%"
"04/21/2015","209.60","210.67","210.86","209.24","72.56M","-0.12%"
"04/20/2015","209.85","209.06","210.25","208.96","92.19M","0.91%"
"04/17/2015","207.95","208.94","209.23","207.01","191.11M","-1.15%"
"04/16/2015","210.37","210.03","210.98","209.79","68.93M","-0.03%"
"04/15/2015","210.43","210.05","211.04","209.95","99.53M","0.45%"
"04/14/2015","209.49","208.85","209.71","208.10","75.10M","0.19%"
"04/13/2015","209.09","209.87","210.63","209.03","74.44M","-0.45%"
"04/10/2015","210.04","209.20","210.09","208.96","72.72M","0.55%"
"04/09/2015","208.90","207.78","209.18","207.19","85.55M","0.45%"
"04/08/2015","207.97","207.55","208.51","207.08","89.35M","0.33%"
"04/07/2015","207.28","207.85","208.76","207.24","81.24M","-0.26%"
"04/06/2015","207.83","205.37","208.45","205.21","114.37M","0.67%"
"04/02/2015","206.44","205.62","206.98","205.40","86.90M","0.36%"
"04/01/2015","205.70","206.39","206.42","204.51","137.30M","-0.35%"
"03/31/2015","206.43","207.26","208.10","206.36","126.77M","-0.87%"
"03/30/2015","208.25","206.98","208.61","206.96","96.18M","1.22%"
"03/27/2015","205.74","205.13","205.95","204.90","118.94M","0.23%"
"03/26/2015","205.27","204.96","206.37","204.12","153.07M","-0.24%"
"03/25/2015","205.76","209.07","209.35","205.71","159.52M","-1.47%"
"03/24/2015","208.82","209.85","210.40","208.74","77.81M","-0.56%"
"03/23/2015","210.00","210.42","211.11","210.00","71.78M","-0.19%"
"03/20/2015","210.41","209.71","211.02","209.49","177.72M","0.43%"
"03/19/2015","209.50","209.96","210.47","209.03","117.92M","-0.46%"
"03/18/2015","210.46","207.39","211.27","206.62","228.81M","1.20%"
"03/17/2015","207.96","207.69","208.42","206.98","94.51M","-0.30%"
"03/16/2015","208.58","206.71","208.69","205.86","136.10M","1.34%"
"03/13/2015","205.83","206.77","207.93","204.58","162.41M","-0.61%"
"03/12/2015","207.10","205.26","207.18","205.20","93.99M","1.27%"
"03/11/2015","204.50","205.29","205.50","204.40","110.15M","-0.23%"
"03/10/2015","204.98","206.71","206.81","204.93","157.12M","-1.62%"
"03/09/2015","208.36","207.74","208.79","207.55","89.82M","0.41%"
"03/06/2015","207.50","209.42","209.94","207.10","188.13M","-1.41%"
"03/05/2015","210.46","210.62","210.80","209.85","76.87M","0.11%"
"03/04/2015","210.23","210.40","210.49","209.06","114.50M","-0.42%"
"03/03/2015","211.12","211.47","212.05","210.08","110.33M","-0.41%"
"03/02/2015","211.99","210.78","212.06","210.72","87.49M","0.63%"
"02/27/2015","210.66","211.26","211.58","210.60","108.08M","-0.34%"
"02/26/2015","211.38","211.52","211.71","210.65","72.70M","-0.12%"
"02/25/2015","211.63","211.66","212.24","211.22","73.06M","-0.08%"
"02/24/2015","211.81","211.12","212.05","210.76","72.47M","0.28%"
"02/23/2015","211.21","210.94","211.21","210.48","74.41M","-0.01%"
"02/20/2015","211.24","209.48","211.33","208.73","140.90M","0.60%"
"02/19/2015","209.98","209.41","210.42","209.24","91.46M","-0.07%"
"02/18/2015","210.13","209.66","210.22","209.34","80.65M","0.01%"
"02/17/2015","210.11","209.40","210.32","209.10","76.97M","0.16%"
"02/13/2015","209.78","209.07","209.84","208.76","93.67M","0.41%"
"02/12/2015","208.92","207.89","208.99","206.97","97.55M","0.96%"
"02/11/2015","206.93","206.61","207.45","205.83","91.09M","0.06%"
"02/10/2015","206.81","205.88","207.12","204.68","96.16M","1.07%"
"02/09/2015","204.63","204.77","205.64","204.13","87.22M","-0.45%"
"02/06/2015","205.55","206.56","207.24","204.92","125.67M","-0.28%"
"02/05/2015","206.12","204.86","206.30","204.77","97.95M","1.01%"
"02/04/2015","204.06","203.92","205.38","203.51","134.31M","-0.38%"
"02/03/2015","204.84","203.00","204.85","202.55","124.21M","1.45%"
"02/02/2015","201.92","200.05","202.03","197.86","163.11M","1.24%"
"01/30/2015","199.45","200.57","202.17","199.13","197.73M","-1.26%"
"01/29/2015","201.99","200.38","202.30","198.68","173.59M","0.92%"
"01/28/2015","200.14","204.17","204.29","199.91","168.51M","-1.28%"
"01/27/2015","202.74","202.97","204.12","201.74","134.04M","-1.32%"
"01/26/2015","205.45","204.71","205.56","203.85","92.01M","0.23%"
"01/23/2015","204.97","205.79","206.10","204.81","117.52M","-0.55%"
"01/22/2015","206.10","203.99","206.26","202.33","174.36M","1.49%"
"01/21/2015","203.08","201.50","203.66","200.94","122.94M","0.50%"
"01/20/2015","202.06","202.40","202.72","200.17","130.99M","0.21%"
"01/16/2015","201.63","198.77","201.82","198.55","211.88M","1.31%"
"01/15/2015","199.02","201.63","202.01","198.88","176.61M","-0.92%"
"01/14/2015","200.86","199.65","201.10","198.57","192.99M","-0.60%"
"01/13/2015","202.08","204.12","205.48","200.51","214.55M","-0.28%"
"01/12/2015","202.65","204.41","204.60","201.92","144.40M","-0.78%"
"01/09/2015","204.25","206.40","206.42","203.51","158.57M","-0.80%"
"01/08/2015","205.90","204.01","206.16","203.99","147.22M","1.77%"
"01/07/2015","202.31","201.42","202.72","200.88","125.35M","1.25%"
"01/06/2015","199.82","202.09","202.72","198.85","209.15M","-0.94%"
"01/05/2015","201.72","204.17","204.37","201.35","169.63M","-1.81%"
"01/02/2015","205.43","206.38","206.88","204.18","121.47M","-0.05%"
