Date,Price_VIX,Open_VIX,High_VIX,Low_VIX,Vol._VIX,Change %_VIX,Price_SPY,Open_SPY,High_SPY,Low_SPY,Vol._SPY,Change %_SPY,SPY_lag_1,VIX_lag_1,SPY_lag_2,VIX_lag_2,SPY_lag_3,VIX_lag_3,SPY_lag_5,VIX_lag_5,SPY_lag_10,VIX_lag_10,SPY_lag_21,VIX_lag_21,SPY_MA_5,VIX_MA_5,SPY_STD_5,VIX_STD_5,SPY_MA_10,VIX_MA_10,SPY_STD_10,VIX_STD_10,SPY_MA_21,VIX_MA_21,SPY_STD_21,VIX_STD_21,SPY_MA_63,VIX_MA_63,SPY_STD_63,VIX_STD_63,SPY_MACD,VIX_MACD,SPY_ROC_1,VIX_ROC_1,SPY_ROC_5,VIX_ROC_5,SPY_ROC_10,VIX_ROC_10,SPY_ROC_21,VIX_ROC_21,SPY_RS_1m,VIX_RS_1m,VIX_SPY_ratio,DayOfWeek,Month,Quarter,Year,DOW_0,DOW_1,DOW_2,DOW_3,DOW_4,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12,target_next_day_return,target_5d_return,target_next_day_up,target_5d_up,VIX_SPY_interaction
2015-04-21,13.25,12.75,13.51,12.66,,-0.0038,209.6,210.67,210.86,209.24,72560000.0,-0.0012,209.85,13.3,207.95,13.89,210.37,12.6,209.49,13.67,207.28,14.78,210.41,13.02,209.64000000000001,13.176000000000002,1.0073231854768403,0.49379145395594354,209.369,13.313999999999998,0.8910599181750102,0.5397159746879526,208.15285714285716,14.075238095238097,1.7094681712660011,0.972649058230239,207.64793650793652,15.322539682539682,2.9554270248357337,1.9276050393989046,1.4871428571428567,-0.8992380952380952,-0.0011913271384321744,-0.003759398496240629,0.0005250847295812378,-0.0307242136064374,0.011192589733693525,-0.10351826792963459,-0.003849626918872695,0.01766513056835639,1.0069523083997336,0.9413695107923403,0.06321564885496184,1,4,2,2015,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0049141221374044974,0.008778625954198427,1,1,4.5599999999999995e-06
2015-04-22,12.71,12.97,13.8,12.57,,-0.0408,210.63,210.01,210.85,208.9,78260000.0,0.0049,209.6,13.25,209.85,13.3,207.95,13.89,210.43,12.84,207.97,13.98,210.0,13.41,209.67999999999998,13.15,1.0496189784865742,0.5187002988238238,209.635,13.187000000000001,0.8213302218557575,0.5144155259450939,208.18285714285716,14.041904761904762,1.7485855508300223,1.0079415610421918,207.76777777777778,15.225079365079367,2.9200748136927177,1.901421262156354,1.4971428571428191,-0.8919047619047618,0.0049141221374044974,-0.04075471698113198,0.0009504348239319782,-0.010124610591900285,0.01279030629417699,-0.09084406294706726,0.0029999999999998916,-0.05219985085756895,1.0117547760210803,0.9051478567552903,0.06034278118026872,2,4,2,2015,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0025162607415847305,-0.0002848597065945313,1,0,-0.00019992
2015-04-23,12.48,12.96,12.96,12.12,,-0.0181,211.16,210.15,211.94,210.01,102590000.0,0.0025,210.63,12.71,209.6,13.25,209.85,13.3,210.37,12.6,208.9,13.09,208.82,13.62,209.83800000000002,13.126000000000001,1.2243651416138794,0.5522046722003752,209.86099999999996,13.126,0.9034434127272811,0.5612327700894315,208.29428571428573,13.987619047619049,1.8620917577514398,1.0610980386463011,207.84809523809525,15.162857142857142,2.9429609059600224,1.9263289744932919,1.5437142857142874,-0.8616190476190475,0.0025162607415847305,-0.018095987411487102,0.0037552883015639082,-0.00952380952380949,0.010818573480134042,-0.04660045836516424,0.0112058231970118,-0.08370044052863423,1.0137580072150665,0.8922176074079117,0.05910210267096041,3,4,2,2015,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0023205152491001524,-0.012786512597082744,1,0,-4.525e-05
2015-04-24,12.29,12.21,13.02,12.16,,-0.0152,211.65,211.66,211.97,211.11,61330000.0,0.0023,211.16,12.48,210.63,12.71,209.6,13.25,207.95,13.89,210.04,12.58,205.76,15.44,210.57800000000003,12.806000000000001,0.8627108437936044,0.4535746906518491,210.022,13.097,1.0674559579779175,0.5988145697032793,208.57476190476189,13.837619047619047,1.904388665812835,1.06814280300858,207.95412698412696,15.093492063492063,2.9578924683940917,1.9500820154217893,2.003238095238146,-1.0316190476190457,0.0023205152491001524,-0.015224358974359031,0.017792738639095917,-0.11519078473722111,0.0076652066273090735,-0.02305246422893492,0.02862558320373254,-0.20401554404145084,1.0147440566018353,0.8881585739357858,0.058067564375147644,4,4,2,2015,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.004157807701393734,-0.004394046775336724,0,0,-3.496e-05
2015-04-27,13.12,12.34,13.4,12.33,,0.0675,210.77,212.33,212.48,210.54,79360000.0,-0.0042,211.65,12.29,211.16,12.48,210.63,12.71,209.85,13.3,209.09,13.94,205.27,15.8,210.762,12.77,0.7607036216550063,0.4095729483253502,210.19,13.015,1.036221769485617,0.521733222591384,208.8366666666667,13.709999999999999,1.8026517504314565,0.9782791012793731,208.03857142857143,15.055396825396825,2.96118756535867,1.9650008827026124,1.925333333333299,-0.9399999999999995,-0.004157807701393734,0.06753458096013021,0.004384083869430677,-0.013533834586466287,0.00803481754268498,-0.05882352941176472,0.02679397866224975,-0.1696202531645571,1.0092576335573253,0.9569657184536835,0.062247948000189776,0,4,2,2015,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.003178820515253644,0.002609479527446945,1,1,-0.0002835
2015-04-28,12.41,13.26,14.23,12.41,,-0.0541,211.44,210.74,211.5,209.33,86860000.0,0.0032,210.77,13.12,211.65,12.29,211.16,12.48,209.6,13.25,209.49,13.67,205.74,15.07,211.13000000000002,12.602,0.4321458087254679,0.3275209916935366,210.385,12.889000000000001,1.0726939089146446,0.4975596000034482,209.10809523809522,13.583333333333334,1.7411479519203743,0.9655067753948238,208.17666666666668,14.97904761904762,2.912566211347586,1.9729687098263737,2.021904761904807,-0.9813333333333336,0.003178820515253644,-0.05411585365853655,0.008778625954198427,-0.06339622641509435,0.00930832020621497,-0.09217264081931231,0.027704870224555256,-0.17650962176509621,1.0111516713843605,0.9136196319018405,0.05869277336360197,1,4,2,2015,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.004114642451759409,-0.012012864169504311,0,0,-0.00017312000000000002
2015-04-29,13.39,13.44,14.34,12.61,,0.079,210.57,210.37,211.29,209.6,125680000.0,-0.0040999999999999,211.44,12.41,210.77,13.12,211.65,12.29,210.63,12.71,210.43,12.84,208.25,14.51,211.118,12.738,0.44996666543088587,0.4862818112986741,210.39899999999997,12.943999999999999,1.0742589176835253,0.5213699901861463,209.21857142857138,13.53,1.7575047246432096,0.9424171051079119,208.3422222222222,14.867142857142857,2.7396782507372013,1.8546179752448786,1.899428571428615,-0.7919999999999998,-0.004114642451759409,0.0789685737308623,-0.0002848597065945313,0.05350118017309202,0.0006653043767523847,0.04283489096573212,0.011140456182473057,-0.07718814610613367,1.0064594101862032,0.9896526237989653,0.06358930521916703,2,4,2,2015,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.010020420762691717,-0.012015006886071156,0,0,-0.0003238999999999921
2015-04-30,14.55,13.89,15.29,12.49,,0.0866,208.46,209.88,210.35,207.62,161300000.0,-0.01,210.57,13.39,211.44,12.41,210.77,13.12,211.16,12.48,210.37,12.6,206.43,15.29,210.57800000000003,13.151999999999997,1.2664004106123232,0.9090764544304974,210.208,13.139000000000001,1.237396909286375,0.7092319789744641,209.3152380952381,13.494761904761905,1.6489318331806684,0.8854299466791078,208.4449206349206,14.80031746031746,2.6162043874332723,1.7866918143678168,1.2627619047619305,-0.3427619047619075,-0.010020420762691717,0.08663181478715454,-0.012786512597082744,0.16586538461538458,-0.009079241336692467,0.15476190476190488,0.009833841980332325,-0.04839764551994763,0.9959141145048935,1.0781961254807861,0.06979756308164636,3,4,2,2015,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.010841408423678311,0.001966804183056725,1,1,-0.000866
2015-05-01,12.7,13.98,13.98,12.68,,-0.1271,210.72,209.4,210.77,209.28,103400000.0,0.0108,208.46,14.55,210.57,13.39,211.44,12.41,211.65,12.29,207.95,13.89,205.7,15.11,210.392,13.234,1.130606032178797,0.8266377683120489,210.48499999999999,13.020000000000001,0.9531614064086993,0.6678489516516872,209.55428571428573,13.38,1.4505673766792533,0.8193228911729346,208.62380952380954,14.66904761904762,2.3644268408462015,1.622330774798153,0.8377142857142701,-0.1460000000000008,0.010841408423678311,-0.12714776632302416,-0.004394046775336724,0.03336045565500401,0.013320509737917874,-0.08567314614830823,0.024404472532814747,-0.15949702183984116,1.005562827225131,0.9491778774289984,0.06026955201214882,4,5,2,2015,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0028473804100228595,0.004271070615034178,1,1,-0.00137268
2015-05-04,12.85,13.12,13.18,12.1,,0.0118,211.32,211.23,212.02,211.1,70930000.0,0.0028,210.72,12.7,208.46,14.55,210.57,13.39,210.77,13.12,209.85,13.3,206.44,14.67,210.502,13.180000000000001,1.2011327986526132,0.8445708969647984,210.632,12.975,0.9576916692410301,0.6620213155346721,209.78666666666663,13.293333333333335,1.3108750258258017,0.7708718008419486,208.77301587301588,14.564603174603175,2.227169934939508,1.519424578472789,0.7153333333333762,-0.11333333333333329,0.0028473804100228595,0.011811023622047223,0.002609479527446945,-0.020579268292682862,0.007005003573981483,-0.03383458646616544,0.023638829684169638,-0.12406271301976823,1.0073090123299862,0.9666499498495486,0.06080825288661745,0,5,2,2015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.011451826613666394,-0.0034071550255536653,0,0,3.304e-05
2015-05-05,14.31,13.21,14.41,12.97,,0.1135999999999999,208.9,211.03,211.46,208.73,113330000.0,-0.0115,211.32,12.85,210.72,12.7,208.46,14.55,211.44,12.41,209.6,13.25,207.83,14.74,209.994,13.560000000000002,1.2416843399186264,0.8389278872465317,210.56199999999998,13.081,1.0614643972677569,0.7844807199670589,209.83761904761906,13.272857142857143,1.2504195486393845,0.7354192196097432,208.8374603174603,14.516666666666666,2.1695234858506556,1.4778417131182526,0.15638095238094252,0.28714285714285914,-0.011451826613666394,0.1136186770428016,-0.012012864169504311,0.15310233682514096,-0.0033396946564885344,0.08000000000000007,0.0051484386277245164,-0.02917232021709637,0.9955316923062958,1.0781401356151115,0.06850167544279559,1,5,2,2015,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.004116802297750133,0.005169937769267552,0,1,-0.0013063999999999988
2015-05-06,15.15,13.93,16.36,13.89,,0.0587,208.04,209.56,209.93,206.76,135060000.0,-0.0040999999999999,208.9,14.31,211.32,12.85,210.72,12.7,210.57,13.39,210.63,12.71,207.28,14.78,209.488,13.912,1.4468310198496823,1.0833835885779024,210.30300000000003,13.325,1.3260387961478513,1.0047912995023343,209.87380952380954,13.290476190476191,1.1818099516864982,0.7766110750592844,208.90063492063493,14.466190476190475,2.084443046998369,1.397625207699901,-0.3858095238095416,0.6215238095238096,-0.004116802297750133,0.05870020964360578,-0.012015006886071156,0.13144137415982082,-0.012296444001329343,0.19197482297403612,0.0036665380162099748,0.025033829499323534,0.9912623231647134,1.1399140093156575,0.0728225341280523,2,5,2,2015,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.003989617381272792,0.009517400499903905,1,1,-0.00024066999999999413
2015-05-07,15.13,15.48,15.97,14.81,,-0.0013,208.87,207.92,209.38,207.52,88240000.0,0.004,208.04,15.15,208.9,14.31,211.32,12.85,208.46,14.55,211.16,12.48,207.97,13.98,209.57,14.028,1.3842687600315415,1.1941607931932514,210.07399999999998,13.59,1.3589227759926152,1.1019276039942356,209.91666666666666,13.345238095238095,1.1242345544119439,0.8633633015574421,208.9442857142857,14.43888888888889,2.0538435363700427,1.3667669776981735,-0.346666666666664,0.6827619047619056,0.003989617381272792,-0.0013201320132012473,0.001966804183056725,0.03986254295532654,-0.010844856980488649,0.2123397435897436,0.004327547242390706,0.08226037195994285,0.9950138944025407,1.1337377341659234,0.07243740125436875,3,5,2,2015,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.013166084167185232,0.01599080767941774,1,1,-5.2e-06
2015-05-08,12.86,13.36,13.42,12.7,,-0.15,211.62,210.88,211.86,210.78,155880000.0,0.0132,208.87,15.13,208.04,15.15,208.9,14.31,210.72,12.7,211.65,12.29,208.9,13.09,209.75,14.060000000000002,1.6111176245076626,1.1510430052782283,210.071,13.647,1.3550846632018259,1.0402248688518312,210.04619047619047,13.334285714285713,1.1574432002933366,0.8682083357614636,209.04063492063491,14.368571428571427,2.034327877446017,1.33121198372842,-0.2961904761904748,0.7257142857142895,0.013166084167185232,-0.15003304692663588,0.004271070615034178,0.012598425196850505,-0.00014174344436568287,0.04637917005695691,0.013020584011488756,-0.017570664629488197,1.0074926830153006,0.9644311120634241,0.06076930346848124,4,5,2,2015,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.004819960306209237,0.003874870050089685,0,1,-0.00198
2015-05-11,13.85,13.35,13.85,13.0,,0.077,210.6,211.57,211.89,210.52,75710000.0,-0.0048,211.62,12.86,208.87,15.13,208.04,15.15,211.32,12.85,210.77,13.12,210.04,12.58,209.606,14.26,1.4608832944486898,0.9591141746423821,210.054,13.719999999999999,1.3463795073374139,1.0246300145255838,210.07285714285717,13.394761904761904,1.1637273858477142,0.8572025376048343,209.13539682539684,14.293968253968254,1.9633684233469233,1.22016463680581,-0.4668571428571795,0.8652380952380962,-0.004819960306209237,0.07698289269051317,-0.0034071550255536653,0.0778210116731517,-0.0008065663993928052,0.055640243902439046,0.0026661588268901415,0.10095389507154207,1.0025093334965418,1.033986277507199,0.0657644824311491,0,5,2,2015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.0029439696106362545,0.01187084520417847,0,1,-0.0003696
2015-05-12,13.86,14.73,15.13,13.73,,0.0007,209.98,209.61,210.63,208.62,119730000.0,-0.0029,210.6,13.85,211.62,12.86,208.87,15.13,208.9,14.31,211.44,12.41,209.09,13.94,209.82199999999997,14.169999999999998,1.4093331756540746,0.9742432961021271,209.908,13.865,1.2554751203341898,0.9154264337212391,210.1152380952381,13.39095238095238,1.1421498108727812,0.8548327600291326,209.18571428571428,14.24047619047619,1.9433299607645365,1.1618497884303343,-0.29323809523813793,0.7790476190476188,-0.0029439696106362545,0.0007220216606498298,0.005169937769267552,-0.03144654088050325,-0.0069050321604238185,0.11684125705076553,0.004256540245827001,-0.0057388809182209455,0.9993563622683242,1.0350272038689947,0.0660062863129822,1,5,2,2015,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00019049433279372252,0.014525192875511905,1,1,-2.03e-06
2015-05-13,13.76,13.63,14.04,13.06,,-0.0072,210.02,210.47,211.22,209.74,94670000.0,0.0002,209.98,13.86,210.6,13.85,211.62,12.86,208.04,15.15,210.57,13.39,209.49,13.67,210.218,13.892000000000001,1.0030553324712808,0.8089932014547051,209.85299999999998,13.902000000000001,1.2351342707038133,0.901465473548505,210.1404761904762,13.395238095238094,1.1334658185870934,0.856525650798718,209.2347619047619,14.189682539682538,1.9243816410630161,1.1098241189543674,0.07752380952379667,0.4967619047619074,0.00019049433279372252,-0.00721500721500723,0.009517400499903905,-0.0917491749174918,-0.002611958018711058,0.02763256161314409,0.0025299536970737613,0.006583760058522348,0.9994266873633284,1.0272307145396375,0.06551756975526139,2,5,2,2015,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.01042757832587382,0.013617750690410269,1,1,-1.44e-06
2015-05-14,12.74,13.14,13.29,12.72,,-0.0741,212.21,211.24,212.32,210.91,95930000.0,0.0104,210.02,13.76,209.98,13.86,210.6,13.85,208.87,15.13,208.46,14.55,210.43,12.84,210.88600000000002,13.413999999999998,0.9930156091415935,0.5634536360694865,210.22799999999998,13.720999999999998,1.3307792203568867,0.9378752582300223,210.22523809523813,13.390476190476189,1.219490135456933,0.8600376514459928,209.28698412698412,14.148412698412699,1.9600128660872111,1.114689608683581,0.6607619047618982,0.023523809523808836,0.01042757832587382,-0.0741279069767442,0.01599080767941774,-0.15796430931923333,0.01798906264990885,-0.12439862542955327,0.008458869932994384,-0.007788161993769416,1.0094411209745555,0.9514224751066858,0.06003487111823194,3,5,2,2015,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0010838320531547652,0.006078884124216533,1,1,-0.00077064
2015-05-15,12.38,12.46,13.09,12.35,,-0.0283,212.44,212.44,212.61,211.86,76510000.0,0.0011,212.21,12.74,210.02,13.76,209.98,13.86,211.62,12.86,210.72,12.7,210.37,12.6,211.05,13.318000000000001,1.19226674867615,0.7046417529496272,210.4,13.689000000000002,1.5016213459680845,0.9810476259817742,210.32380952380953,13.379999999999999,1.3119316910210588,0.8714126462244949,209.32920634920634,14.111746031746032,1.999066154230729,1.1344055423259547,0.7261904761904816,-0.06199999999999761,0.0010838320531547652,-0.028257456828885363,0.003874870050089685,-0.03732503888024874,0.008162490508731857,-0.025196850393700676,0.009839806055996547,-0.0174603174603174,1.0100615830465496,0.9252615844544096,0.05827527772547543,4,5,2,2015,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.003106759555639327,0.0025889662963660687,1,1,-3.113e-05
